Pokemon,Trainer,Level,Move 1,Move 2,Move 3,Move 4
Rampardos,Psychic Blake [Double Battle With Psychic Samantha],85,Head Smash,Rock Slide,,
Rapidash,Triathlete Maria,29,Flare Blitz,Megahorn,High Horsepower,Hypnosis
Rapidash_Galarian,Triathlete Jasmine,36,Play Rough,Zen Headbutt,Hypnosis,Will O Wisp
Rapidash_Galarian,Kindler Keegan,54,Play Rough,Zen Headbutt,Mystical Fire,Will O Wisp
Rapidash_Galarian,Psychic Hannah [Double Battle With Battle Girl Sylvia],85,Play Rough,Zen Headbutt,High Horsepower,Swords Dance
Raticate,Youngster Joey,22,Hyper Fang,Zen Headbutt,Brick Break,Sucker Punch
Raticate,Triathlete Benjamin,35,Facade,Quick Attack,Stomping Tantrum,Swords Dance
Raticate_Alolan,Young Couple Dez & Luke [Double],73,Double Edge,Sucker Punch,Zen Headbutt,Stomping Tantrum
Relicanth,Hiker Lucas,50,Stone Edge,Liquidation,Flail,Rock Polish
Relicanth,Team Aqua Grunt,73,Head Smash,Aqua Tail,Whirlpool,Earthquake
Reshiram,Elite Four Drake,100,Blue Flare,Dragon Pulse,Earth Power,Roost
Reuniclus,Pokéfan Vanessa,71,Psychic,Thunder,Signal Beam,Trick Room
Rhydon,Pokemon Trainer Chelle [Boss],32,Drill Run,Rock Slide,Double Edge,Stealth Rock
Rhydon,Pokémaniac Mark,73,Head Smash,Earthquake,Counter,Stealth Rock
Rhyperior,Camper Branden,44,Drill Run,Avalanche,Dragon Tail,Protect
Rhyperior,Parasol Lady Madeline,44,Earthquake,Stone Edge,High Horsepower,Helping Hand
Rhyperior,Hiker Eli,55,Earthquake,Stone Edge,Heat Crash,Stealth Rock
Rhyperior,Pokemon Trainer Chelle,76,Stone Edge,High Horsepower,Avalanche,Protect
Rhyperior,Cool Trainer Edgar,94,Head Smash,Earthquake,Heat Crash,Stealth Rock
Ribombee,Bug Maniac James,21,Signal Beam,Draining Kiss,Magical Leaf,Fake Tears
Ribombee,Winstrate Vivi,44,Dazzling Gleam,Signal Beam,Energy Ball,Stun Spore
Ribombee,Camper Flint [Double Battle With Bird Keeper Edwardo],68,Pollen Puff,Dazzling Gleam,Energy Ball,Quiver Dance
Ribombee,Team Magma Grunt,85,Moonblast,Bug Buzz,Hidden Power Fire,Quiver Dance
Ribombee,Lady Daphne,90,Moonblast,Bug Buzz,Psychic,Sticky Web
Rillaboom,Cool Trainer George,39,Grassy Glide,Knock Off,U Turn,Protect
Rillaboom,Picnicker Diana,53,Wood Hammer,Grassy Glide,High Horsepower,Knock Off
Rillaboom,Guitarist Dalton,59,Wood Hammer,Grassy Glide,U Turn,
Rillaboom,Team Aqua Grunt,79,Wood Hammer,Grassy Glide,High Horsepower,Endeavor
Rillaboom,Swimmer♀ Grace [Double Battle With Swimmer♂ Declan],82,Grassy Glide,High Horsepower,Darkest Lariat,Fake Out
Rillaboom,Bird Keeper Presley [Double Battle With Expert Auron],84,Wood Hammer,Grassy Glide,Acrobatics,Swords Dance
Rillaboom,Cool Trainer Felix,94,Grassy Glide,Knock Off,Low Sweep,Endeavor
Riolu,Battle Girl Laura,18,Force Palm,Body Slam,,
Rookidee,Youngster Calvin,6,Wing Attack,Sand Attack,Swagger,
Roserade,Parasol Lady Koko,60,Sludge Bomb,Grass Knot,Weather Ball,Sleep Powder
Roserade,Team Aqua Grunt,86,Energy Ball,Sludge Bomb,Hidden Power Fire,Sleep Powder
Roserade,Lady Daphne,90,Sludge Bomb,Grass Knot,Extrasensory,Sleep Powder
Roserade,Pokemon Trainer Wally,94,Sludge Bomb,Grass Knot,Dazzling Gleam,Hidden Power Fire
Rotom,Youngster Ben,33,Discharge,Hex,Thunder Wave,Will O Wisp
Rotom_Fan,Leader Wattson [Boss],35,Discharge,Air Slash,Hex,Will O Wisp
Rotom_Frost,Aqua Leader Archie [Boss],75,Blizzard,Thunderbolt,Light Screen,Reflect
Rotom_Heat,Kindler Bernie,49,Overheat,Thunderbolt,Hidden Power Ice,Nasty Plot
Rotom_Heat,Kindler Jace,54,Overheat,Thunderbolt,Will O Wisp,Nasty Plot
Rotom_Heat,Team Magma Grunt,85,Overheat,Thunderbolt,Will O Wisp,Thunder Wave
Rotom_Mow,Expert Kevin,67,Leaf Storm,Discharge,Hidden Power Ground,Thunder Wave
Rotom_Mow,Swimmer♀ Katie,88,Thunder,Leaf Storm,Signal Beam,Nasty Plot
Rotom_Wash,Parasol Lady Koko,60,Hydro Pump,Thunder,Volt Switch,Will O Wisp
Runerigus,Psychic William,74,Poltergeist,Body Press,Destiny Bond,Toxic Spikes
Runerigus,Team Magma Grunt,75,Earthquake,Stone Edge,Stealth Rock,Toxic Spikes
Sableye,Pokemon Breeder Lydia,27,Foul Play,Night Shade,Will O Wisp,Recover
Sableye,Cool Trainer Specter,97,Seismic Toss,Hex,Will O Wisp,Recover
Salamence,Pokemon Trainer May [Double] [Boss],65,Hurricane,Dragon Pulse,Hydro Pump,Roost
Salamence,Team Aqua Grunt,87,Draco Meteor,Dual Wingbeat,Earthquake,Dragon Dance
Salamence,Leader Juan [Double] [Boss],91,Dragon Rush,Dual Wingbeat,Fire Blast,Tailwind
Salamence,Cool Trainer Specter,94,Draco Meteor,Dual Wingbeat,Earthquake,Fire Fang
Salamence,Elite Four Drake,100,Return,Earthquake,Dragon Dance,Roost
Salamence,Elite Four Drake [Double],100,Dragon Pulse,Hyper Voice,Flamethrower,Tailwind
Salazzle,Triathlete Jacob,35,Flamethrower,Venoshock,Protect,Toxic
Salazzle,Pokémaniac Wyatt,45,Flamethrower,Sludge Bomb,Hidden Power Grass,Nasty Plot
Salazzle,Leader Flannery [Double] [Boss],57,Heat Wave,Sludge Bomb,Fake Out,Endeavor
Salazzle,Bird Keeper Presley [Double Battle With Expert Auron],84,Fire Blast,Sludge Bomb,Fake Out,Encore
Samurott,Swimmer♀ Rose [Double Battle With Swimmer♂ Deandre],59,Liquidation,Aqua Jet,Megahorn,Retaliate
Samurott_Hisuian,Bird Keeper Aidan [Double Battle With Cool Trainer Athena],89,Liquidation,Crunch,Sucker Punch,Grass Knot
Samurott_Hisuian,Swimmer♀ Carlee [Double Battle With Swimmer♂ Harrison],90,Hydro Pump,Dark Pulse,Icy Wind,Grass Knot
Samurott_Hisuian,Lady Daphne,91,Liquidation,Knock Off,Sacred Sword,Swords Dance
Sandaconda,Hiker Mike,25,Earthquake,Stone Edge,Fire Fang,Glare
Sandaconda,Dragon Tamer Nicolas,95,Earthquake,Stone Edge,Glare,Stealth Rock
Sandslash,Collector John,46,Earthquake,Stone Edge,Knock Off,Swords Dance
Sandslash_Alolan,Team Aqua Grunt,78,Iron Head,Triple Axel,Earthquake,Swords Dance
Sandslash_Alolan,Sr. And Jr. Kim & Iris [Double],85,Triple Axel,High Horsepower,Knock Off,Swords Dance
Sandslash_Alolan,Beauty Bridget,90,Iron Head,Triple Axel,Earthquake,Stealth Rock
Sandygast,Ruin Maniac Georgie,14,Bulldoze,Astonish,Mega Drain,Hypnosis
Sawk,Team Magma Grunt [Double Battle With Team Magma Grunt],52,Close Combat,Reversal,Zen Headbutt,Throat Chop
Sawk,Cool Trainer Jennifer [Double Battle With Battle Girl Callie],70,Close Combat,Throat Chop,Coaching,Protect
Sawk,Black Belt Zander,73,Close Combat,Reversal,Knock Off,Counter
Sawsbuck,Triathlete Jacob,35,Headbutt,Jump Kick,Bounce,Swords Dance
Scatterbug,Fisherman Bill,16,Bug Bite,,,
Sceptile,Pokemon Trainer May [Boss],38,Leaf Storm,Leaf Blade,Acrobatics,Nature Power
Sceptile,Expert Donald,61,Leaf Blade,Earthquake,Dual Chop,Swords Dance
Sceptile,Pokemon Trainer May [Double] [Boss],66,Energy Ball,Dragon Pulse,Earthquake,Aura Sphere
Sceptile,Pokemon Trainer May [Boss],73,Leaf Blade,Dragon Claw,Earthquake,Swords Dance
Sceptile,Cool Trainer Julie [Double Battle With Cool Trainer Dianne],95,Energy Ball,Dragon Pulse,Focus Blast,Detect
Sceptile,Ninja Boy Jonas [Double Battle With Expert Fredrick],95,Energy Ball,Focus Blast,Rock Slide,Acrobatics
Scizor,Cool Trainer Wilton,45,U Turn,Bullet Punch,Dual Wingbeat,Knock Off
Scizor,Bug Catcher Kent,62,Bullet Punch,Dual Wingbeat,Roost,Swords Dance
Scizor,Picnicker Ashley,68,Bug Bite,Bullet Punch,Acrobatics,Swords Dance
Scizor,Cool Trainer Shannon,93,Bug Bite,Bullet Punch,Quick Attack,Swords Dance
Scizor,Black Belt Hawk,95,Bug Bite,Bullet Punch,Close Combat,Swords Dance
Scizor,Bug Catcher Davis,96,Bullet Punch,Close Combat,Knock Off,Swords Dance
Scolipede,Cool Trainer Randall,39,Megahorn,Poison Jab,Aqua Tail,Rock Slide
Scolipede,Team Aqua Grunt Jazz,62,Pin Missile,Rock Slide,Smart Strike,Swords Dance
Scolipede,Team Aqua Grunt,87,Megahorn,Aqua Tail,Baton Pass,Swords Dance
Scolipede,Cool Trainer Samuel,94,Infestation,Endeavor,Spikes,Toxic Spikes
Scrafty,Twins Tori & Tia [Double],45,Close Combat,Knock Off,Foul Play,Fake Out
Scrafty,Cool Trainer Gustavo,71,Close Combat,Crunch,Poison Jab,Dragon Dance
Scrafty,Team Magma Grunt Zerk,85,Close Combat,Knock Off,Stone Edge,Counter
Scrafty,Swimmer♂ Herman,89,Close Combat,Crunch,Iron Tail,Dragon Dance
Scraggy,Leader Brawly [Boss],21,Feint Attack,Power Up Punch,Rock Tomb,Rest
Scyther,Youngster Jaylen,45,U Turn,Dual Wingbeat,,
Scyther,Camper Merc,52,Dual Wingbeat,Bug Bite,Brick Break,Swords Dance
Seadra,Fisherman Ivan,21,Brine,Headbutt,Aurora Beam,Focus Energy
Seaking,Sr. And Jr. Anna & Meg [Double],31,Hydro Pump,Muddy Water,Ice Beam,Flail
Seaking,Swimmer♀ Rose [Double Battle With Swimmer♂ Deandre],59,Waterfall,Megahorn,Icy Wind,Acupressure
Sealeo,Fisherman Ivan,21,Aurora Beam,Whirlpool,Hail,Protect
Seismitoad,Winstrate Victoria,43,Earth Power,Muddy Water,Venoshock,Toxic
Seismitoad,Team Magma Grunt,75,Earthquake,Muddy Water,Sludge Wave,Stealth Rock
Seismitoad,Swimmer♂ Clarence,88,Earth Power,Power Whip,Sludge Bomb,Weather Ball
Seismitoad,Pokéfan Bethany,90,Earth Power,Power Whip,Sludge Bomb,Weather Ball
Serperior,Hiker Eric [Double Battle With Picnicker Autumn],52,Leaf Storm,,,
Serperior,Team Aqua Grunt,77,Leaf Storm,Dragon Pulse,Glare,Leech Seed
Serperior,Aqua Leader Archie [Boss],89,Leaf Storm,Glare,Leech Seed,Substitute
Serperior,Pokémaniac Hambino,94,Leaf Storm,Dragon Pulse,Hidden Power Fire,Glare
Seviper,Ninja Boy Lung,46,Sludge Bomb,Flamethrower,Giga Drain,Earthquake
Seviper,Team Magma Grunt,74,Gunk Shot,Fire Blast,Earthquake,Giga Drain
Sharpedo,Triathlete Anthony,34,Hydro Pump,Dark Pulse,Ice Beam,Psychic Fangs
Sharpedo,Cool Trainer Randall,39,Liquidation,Crunch,Psychic Fangs,Protect
Sharpedo,Sailor Dwayne,58,Hydro Pump,Dark Pulse,Close Combat,Destiny Bond
Sharpedo,Aqua Leader Archie [Boss],77,Waterfall,Crunch,Close Combat,Ice Fang
Sharpedo,Team Aqua Grunt,79,Waterfall,Dark Pulse,Ice Beam,Earthquake
Sharpedo,Team Aqua Grunt,88,Hydro Pump,Dark Pulse,Psychic Fangs,Protect
Sharpedo,Sis And Bro Reli & Ian [Double],91,Crunch,Close Combat,Psychic Fangs,Protect
Sharpedo,Twins Miu & Yuki [Double],95,Hydro Pump,Dark Pulse,Icy Wind,Destiny Bond
Shaymin,Magma Admin Courtney,87,Seed Flare,Earth Power,Hidden Power Ice,Grass Whistle
Shaymin_Sky,Leader Winona [Boss],68,Seed Flare,Air Slash,Earth Power,Aromatherapy
Shedinja,Bug Maniac James,22,X Scissor,Hex,Shadow Sneak,Will O Wisp
Shedinja,Dumbass Soupercell,100,Swords Dance,,,
Shelgon,Ruin Maniac Rigger,45,Dragon Rush,Brick Break,Facade,Dragon Dance
Shiftry,Rich Boy Santos,44,Solar Blade,Dark Pulse,Explosion,Heat Wave
Shiftry,Ninja Boy Takashi [Double Battle With Psychic Dayton],62,Explosion,Fake Out,,
Shiftry,Team Magma Grunt,75,Leaf Storm,Leaf Blade,Night Slash,Low Kick
Shiinotic,Bug Maniac Taylor,61,Moonblast,Pollen Puff,Spore,Strength Sap
Shuckle,Bug Catcher Doug,61,Rock Tomb,Final Gambit,Sticky Web,
Shuckle,Swimmer♂ Dean,86,Infestation,Knock Off,Rest,Shell Smash
Sigilyph,Camper Travis,44,Psychic,Air Slash,Heat Wave,Energy Ball
Sigilyph,Lass Pearl,89,Air Slash,Stored Power,Calm Mind,Roost
Silvally_Dark,Gentleman Walter,70,Multi Attack,Pursuit,Explosion,Flamethrower
Silvally_Electric,Guitarist Fernando [Double Battle With Cool Trainer Jazmyn],95,Multi Attack,Explosion,Grass Pledge,Tailwind
Silvally_Fire,Team Magma Grunt,76,Multi Attack,Explosion,Thunderbolt,Grass Pledge
Silvally_Ghost,Triathlete Xayah,89,Multi Attack,Explosion,Flamethrower,Grass Pledge
Silvally_Grass,Team Magma Grunt,85,Multi Attack,Flamethrower,Ice Beam,Imprison
Silvally_Grass,Lass Crissy,90,Multi Attack,Terrain Pulse,Ice Beam,Work Up
Simipour,School Kid Jerry [Double Battle With Youngster Johnson],23,Water Pledge,Brine,Icy Wind,Grass Knot
Simipour,Triathlete Kyra,95,Hydro Pump,Ice Beam,Grass Knot,Nasty Plot
Simisage,Picnicker Bianca,33,Leaf Storm,Superpower,Rock Slide,Acrobatics
Simisear,Kindler Bernie,49,Fire Blast,Focus Blast,Acrobatics,Substitute
Simisear,Team Magma Grunt,85,Flamethrower,Hidden Power Ice,Grass Knot,Nasty Plot
Sirfetchd,Triathlete Jasmine,35,Close Combat,,,
Sirfetchd,Expert Nancy,49,Meteor Assault,Brick Break,Leaf Blade,Night Slash
Sirfetchd,Bird Keeper Jared,69,Close Combat,Dual Wingbeat,Poison Jab,Quick Attack
Sirfetchd,Cool Trainer Julie [Double Battle With Cool Trainer Dianne],94,Close Combat,Poison Jab,Knock Off,Detect
Sizzlipede,Bug Catcher Rick,7,Bug Bite,Ember,Wrap,
Skarmory,Camper Branden,45,Dual Wingbeat,Body Press,Spikes,Stealth Rock
Skarmory,Bird Keeper Hugh,63,Brave Bird,Whirlwind,Spikes,Stealth Rock
Skiddo,Youngster Allen,7,Vine Whip,Tackle,Synthesis,
Skrelp,Team Aqua Grunt [Boss],16,Water Pulse,Acid,Protect,Toxic
Skuntank,Kindler Bernie,48,Sludge Bomb,Knock Off,Explosion,Fire Blast
Skuntank,Kindler Jeff,54,Poison Jab,Knock Off,Explosion,Fire Blast
Skuntank,Team Magma Grunt,74,Sludge Bomb,Dark Pulse,Explosion,Fire Blast
Skuntank,Team Aqua Grunt,75,Sludge Bomb,Dark Pulse,Explosion,Nasty Plot
Slaking,Cool Trainer Jody,40,Giga Impact,,,
Slaking,Cool Trainer Tammy [Double Battle With Bug Maniac Cale],70,Return,Earthquake,Fire Punch,Knock Off
Slaking,Team Magma Grunt,75,Double Edge,Retaliate,Earthquake,Crunch
Slowbro,Team Magma Grunt,74,Psychic,Flamethrower,Grass Knot,Calm Mind
Slowbro,Triathlete Aubrey,83,Liquidation,Body Press,Curse,Slack Off
Slowbro,Aqua Admin Shelly,90,Psychic,Surf,Calm Mind,Slack Off
Slowbro,Hex Maniac Gongas,96,Future Sight,Scald,Body Press,Slack Off
Slowbro_Galarian,Pokemon Trainer Chelle [Boss],31,Poison Jab,Zen Headbutt,Whirlpool,Slack Off
Slowbro_Galarian,Team Aqua Grunt,61,Shell Side Arm,Flamethrower,Scald,Slack Off
Slowking,Collector Hector,51,Psychic,Surf,Slack Off,Toxic
Slowking,Swimmer♂ Zappator,90,Psychic,Flamethrower,Ice Beam,Grass Knot
Slowking,Cool Trainer Quincy,93,Future Sight,Scald,Flamethrower,Dragon Tail
Slowking_Galarian,Cool Trainer George,38,Psychic,Sludge Bomb,Protect,Slack Off
Slowking_Galarian,Battle Girl Danielle,55,Future Sight,Psychic,Fire Blast,Scald
Slowking_Galarian,Team Magma Grunt,76,Venoshock,Fire Blast,Grass Knot,Protect
Slowking_Galarian,Lass Crissy,90,Psychic,Scald,Calm Mind,Slack Off
Slurpuff,Picnicker Sophie,46,Dazzling Gleam,Flamethrower,Psychic,Sticky Web
Slurpuff,Swimmer♂ Cranberry,82,Misty Explosion,Flamethrower,Thunderbolt,Sticky Web
Slurpuff,Swimmer♂ Zappator,89,Dazzling Gleam,Flamethrower,Psychic,Calm Mind
Slurpuff,Cool Trainer Michelle,94,Misty Explosion,Fire Blast,Endeavor,Sticky Web
Smeargle,Young Couple Dez & Luke [Double],73,Psywave,Dark Void,Protect,Substitute
Smeargle,Swimmer♂ Dean,87,Boomburst,Dark Pulse,Shell Smash,Spore
Smoochum,Tuber Chandler,14,Aurora Beam,Psybeam,Lovely Kiss,
Sneasel,School Kid Jerry [Double Battle With Youngster Johnson],23,Ice Punch,Knock Off,Ice Shard,Brick Break
Sneasler,Triathlete Pablo,89,Close Combat,Gunk Shot,Knock Off,Swords Dance
Sneasler,Leader Juan [Double] [Boss],91,Close Combat,Poison Jab,Icy Wind,Fake Out
Sneasler,Ninja Boy Jonas [Double Battle With Expert Fredrick],96,Close Combat,Poison Jab,Ice Shard,Fling
Snorlax,Guitarist Brian,36,Body Slam,Earthquake,Rest,Sleep Talk
Snorlax,Rich Boy Braw,44,Body Slam,Earthquake,Heat Crash,Curse
Snorlax,Magma Admin Tabitha,76,Body Slam,Heat Crash,Curse,Rest
Snorlax,Swimmer♂ Cranberry,83,Body Slam,Hammer Arm,Darkest Lariat,Belly Drum
Snorlax,Cool Trainer Specter,95,Self Destruct,Earthquake,Crunch,Counter
Snorlax,Cool Trainer Wendy [Double Battle With Cool Trainer Braxton],96,Body Slam,High Horsepower,Crunch,Curse
Solrock,Leader Roxanne [Boss],25,Rock Slide,Psycho Cut,Stomping Tantrum,Morning Sun
Solrock,Hiker Brice,52,Stone Edge,Earthquake,Acrobatics,Trick Room
Solrock,Cool Trainer Gerald,54,Zen Headbutt,Rock Slide,Overheat,Rock Polish
Solrock,Team Magma Grunt,75,Stone Edge,Zen Headbutt,Explosion,Will O Wisp
Spinda,Lass Tiana,8,Fake Out,Metronome,,
Spinda,Picnicker Carol,53,Dizzy Punch,Superpower,Psycho Cut,Hypnosis
Spiritomb,Hex Maniac Tasha,74,Dark Pulse,Shadow Ball,Pursuit,Calm Mind
Spiritomb,Fisherman Roger [Double Battle With Black Belt Koji],89,Foul Play,Hex,Psychic,Hypnosis
Stakataka,Aqua Leader Archie [Boss],76,Heavy Slam,Stone Edge,High Horsepower,Body Press
Stantler,Picnicker Bianca,33,Double Edge,Jump Kick,Zen Headbutt,Hypnosis
Staraptor,Cool Trainer Berke,40,Brave Bird,Double Edge,Quick Attack,Endeavor
Staraptor,Camper Lawrence,44,Dual Wingbeat,Quick Attack,Close Combat,Roost
Staraptor,Leader Winona [Boss],70,Brave Bird,Double Edge,Close Combat,U Turn
Staraptor,Bird Keeper Camden [Double Battle With Battle Girl Donny],86,Return,Dual Wingbeat,Endeavor,Tailwind
Staraptor,Cool Trainer Hope [Double Battle With Cool Trainer Albert],93,Double Edge,Acrobatics,Close Combat,Tailwind
Staravia,Lass Haley,22,Dual Wingbeat,Quick Attack,Steel Wing,Rock Smash
Starmie,Cool Trainer George,39,Psyshock,Scald,Grass Knot,Recover
Starmie,Fisherman Nolan,49,Hydro Pump,Psychic,Thunderbolt,Grass Knot
Starmie,Fisherman Wade,60,Hydro Pump,Psychic,Light Screen,Reflect
Starmie,Team Aqua Grunt Jazz,62,Psychic,Surf,Thunderbolt,Ice Beam
Starmie,Team Aqua Grunt,80,Hydro Pump,Psychic,Ice Beam,Thunderbolt
Starmie,Sis And Bro Lila & Roy [Double],86,Hydro Pump,Blizzard,Thunder,Grass Knot
Starmie,Cool Trainer Specter,95,Hydro Pump,Psychic,Meteor Beam,Ice Beam
Starmie,Psychic Cameron [Double Battle With Hex Maniac Kindra],96,Hydro Pump,Expanding Force,Whirlpool,Thunder
Staryu,Fisherman Elliot,13,Water Pulse,Aurora Beam,Psybeam,Shock Wave
Steelix,Hiker Lucas,49,Earthquake,Gyro Ball,Body Press,Stealth Rock
Steelix,Team Magma Grunt,84,Earthquake,Gyro Ball,Explosion,Stealth Rock
Steelix,Pokemon Trainer Steven,90,High Horsepower,Heavy Slam,Body Press,Rock Slide
Stonjourner,Hiker Eric [Double Battle With Picnicker Autumn],53,Stone Edge,Rock Slide,Stomping Tantrum,Protect
Stoutland,Hiker Mike,26,Body Slam,Play Rough,Submission,Howl
Stoutland,Picnicker Irene,45,Retaliate,Body Slam,Play Rough,Stomping Tantrum
Stoutland,Cool Trainer Cristin,71,Return,Retaliate,Close Combat,Play Rough
Stoutland,Sis And Bro Lila & Roy [Double],86,Last Resort,Retaliate,,
Stufful,Battle Girl Laura,17,Body Slam,Force Palm,Bulk Up,
Stunfisk,Parasol Lady Angelica,70,Earthquake,Discharge,Scald,Stealth Rock
Stunfisk,Swimmer♂ Reed,89,Earth Power,Discharge,Foul Play,Stealth Rock
Sudowoodo,Youngster Tommy,23,Rock Slide,Take Down,Submission,Stomping Tantrum
Sudowoodo,Winstrate Vivi,43,Head Smash,Double Edge,Wood Hammer,Submission
Sudowoodo,Pokemon Breeder Pat,70,Stone Edge,Explosion,Earthquake,Flail
Suicune,Elite Four Drake,100,Scald,Ice Beam,Calm Mind,Substitute
Suicune,Elite Four Drake [Double],100,Scald,Snarl,Calm Mind,Tailwind
Sunflora,Camper Gavi,16,Energy Ball,Sludge Bomb,Leech Seed,Grass Whistle
Swalot,Sailor Dwayne,59,Gunk Shot,Explosion,Earthquake,Curse
Swalot,Cool Trainer Wendy [Double Battle With Cool Trainer Braxton],95,Belch,Body Press,Fire Punch,Stuff Cheeks
Swampert,Pokemon Trainer May [Boss],38,Earthquake,Liquidation,Avalanche,Curse
Swampert,Pokemon Trainer May [Double] [Boss],66,Earthquake,High Horsepower,Liquidation,Stone Edge
Swampert,Cool Trainer Gian,69,Liquidation,Flip Turn,Earthquake,Stealth Rock
Swampert,Pokemon Trainer May [Boss],73,Earthquake,Liquidation,Ice Punch,Power Up Punch
Swampert,Team Aqua Grunt,87,Earthquake,Liquidation,Avalanche,Stealth Rock
Swampert,Aqua Leader Archie [Boss],90,Earthquake,Liquidation,Ice Punch,Power Up Punch
Swampert,Cool Trainer Shannon,95,Earthquake,Liquidation,Stone Edge,Power Up Punch
Swampert,Champion Wallace,100,Earthquake,Liquidation,Stone Edge,Ice Punch
Swanna,Fisherman Dale,32,Hurricane,Hydro Pump,Aqua Jet,Endeavor
Swellow,Triathlete Maria,29,Brave Bird,Hyper Voice,Heat Wave,Steel Wing
Swellow,Winstrate Vito [Boss],47,Boomburst,Brave Bird,Heat Wave,Quick Attack
Swellow,Guitarist Dalton,59,Brave Bird,Facade,Endeavor,Protect
Swellow,Hex Maniac Gongas,95,Boomburst,Brave Bird,Heat Wave,U Turn
Swellow,Triathlete Kyra,96,Boomburst,Hurricane,U Turn,
Swirlix,Lass Tiana,7,Fairy Wind,Metronome,,
Swoobat,Psychic Edward,34,Extrasensory,Air Slash,Stored Power,Calm Mind
Sylveon,Pokemon Ranger Catherine,61,Hyper Voice,Psyshock,Weather Ball,Quick Attack
Sylveon,Psychic Preston [Double Battle With Psychic Maura],85,Misty Explosion,Hyper Voice,Protect,
Sylveon,Psychic Alix,96,Misty Explosion,Hyper Voice,Mystical Fire,Calm Mind
Talonflame,Youngster Jaylen,45,Flare Blitz,Acrobatics,Swords Dance,Will O Wisp
Talonflame,Kindler Jace,54,Flare Blitz,Acrobatics,Will O Wisp,Roost
Talonflame,Leader Flannery [Double] [Boss],57,Brave Bird,Flare Blitz,Solar Beam,Tailwind
Talonflame,Team Magma Grunt,75,Brave Bird,Roost,Swords Dance,Will O Wisp
Talonflame,Team Magma Grunt,85,Flare Blitz,Acrobatics,Swords Dance,Will O Wisp
Talonflame,Swimmer♂ Zappator,89,Flare Blitz,Acrobatics,Solar Beam,Roost
Tangela,School Kid Karen,25,Giga Drain,Sludge Bomb,Ancient Power,Stun Spore
Tangrowth,Cool Trainer Wilton,44,Leaf Storm,Power Whip,Sludge Bomb,Knock Off
Tangrowth,Magma Leader Maxie [Boss],78,Solar Beam,Hidden Power Ice,Weather Ball,Sleep Powder
Tangrowth,Hex Maniac Gongas,95,Power Whip,Earthquake,Knock Off,Infestation
Tapu_Fini,Aqua Admin Shelly,89,Surf,Moonblast,Natures Madness,Taunt
Tapu_Lele,Leader Liza [Boss],85,Moonblast,Psychic,Draining Kiss,Natures Madness
Tauros,Youngster Jaylen,45,Body Slam,Close Combat,Zen Headbutt,Throat Chop
Tauros,Team Magma Grunt,74,Body Slam,Iron Tail,Play Rough,Fire Blast
Tauros,Gentleman Clifford [Double Battle With Psychic Macey],85,Return,Zen Headbutt,Lash Out,Role Play
Tauros,Cool Trainer Samuel,93,Body Slam,Close Combat,Zen Headbutt,Throat Chop
Tentacruel,Cool Trainer Brooke,44,Surf,Poison Jab,Blizzard,Toxic Spikes
Tentacruel,Psychic William,73,Scald,Venoshock,Hex,Toxic
Tentacruel,Team Aqua Grunt,78,Sludge Bomb,Scald,Giga Drain,Toxic Spikes
Tentacruel,Swimmer♂ Clarence,88,Scald,Protect,Substitute,Toxic
Thievul,Picnicker Diana,53,Dark Pulse,Burning Jealousy,Grass Knot,Nasty Plot
Thievul,Psychic Cameron [Double Battle With Hex Maniac Kindra],96,Foul Play,Dark Pulse,Burning Jealousy,Fake Tears
Throh,Black Belt Daisuke,44,Circle Throw,Facade,Bulk Up,Recover
Throh,Black Belt Zander,73,Revenge,Payback,Bulk Up,Recover
Tirtouga,Team Aqua Grunt [Boss],16,Ancient Power,Brine,Aqua Jet,Mud Shot
Togedemaru,Twins Gina & Mia [Double],19,Iron Head,Zing Zap,Fake Out,Helping Hand
Togedemaru,Pokéfan Miguel,39,Steel Roller,Iron Head,Zing Zap,Magnet Rise
Togedemaru,Ninja Boy Gren,65,Steel Roller,Iron Head,Zing Zap,Reversal
Togedemaru,Lady Brianna,88,Iron Tail,Zing Zap,Flail,Endeavor
Togedemaru,Triathlete Kyra,95,Zing Zap,Iron Head,Reversal,Endeavor
Togekiss,Pokemon Trainer Chelle [Boss],30,Air Cutter,Draining Kiss,Mystical Fire,Grass Knot
Togekiss,Camper Ethan,51,Air Cutter,Dazzling Gleam,Aura Sphere,Substitute
Togekiss,Expert Kevin,68,Air Slash,Flamethrower,Aura Sphere,Nasty Plot
Togekiss,Team Magma Grunt,75,Dazzling Gleam,Air Slash,Flamethrower,Aura Sphere
Togekiss,Hex Maniac Kathleen [Double Battle With Psychic Nicholas],85,Air Slash,Heat Wave,Follow Me,Tailwind
Togekiss,Pokémaniac Hambino,94,Air Slash,Aura Sphere,Mystical Fire,Thunder Wave
Togekiss,Ninja Boy Jonas [Double Battle With Expert Fredrick],95,Dazzling Gleam,Stored Power,Fling,Psych Up
Torkoal,Kindler Bryant [Double Battle With Aroma Lady Shayla],50,Heat Wave,Body Press,Scorching Sands,Stealth Rock
Torkoal,Kindler Cole,53,Flamethrower,Solar Beam,Scorching Sands,Stealth Rock
Torkoal,Magma Admin Tabitha,54,Flamethrower,Explosion,Solar Beam,Earth Power
Torkoal,Kindler Jeff,56,Fire Blast,Explosion,Earth Power,Body Press
